user_id,gender,age,income,signup_date,signup_year,age_group,income_group,amount,spend_group,frequency,monetary,tenure,F,M,T,FMT,male,age_norm,inc_norm,f_norm,m_norm,t_norm,comp1,comp2,comp3,cluster,customer_cluster
90,F,45,44000,2016-01-26,2016,2,1,163.71,8,16,163.71,72,6,7,3,673,0,0.32530120481927716,0.15555555555555556,0.48484848484848486,0.10176603323200864,0.5081967213114753,-0.2991252461942879,0.2718380603080596,0.035859574686094006,2,Diamond Customers
91,F,57,114000,2017-07-04,2017,3,5,184.82,9,8,184.82,54,4,7,2,472,0,0.4698795180722891,0.9333333333333335,0.24242424242424243,0.11488851177044675,0.21311475409836067,0.4684263642948279,-0.03072737886720278,-0.2634863850378564,0,Gold Customers
92,M,74,48000,2018-07-12,2018,5,2,6.86,1,2,6.86,42,1,1,1,111,1,0.674698795180723,0.19999999999999996,0.06060606060606061,0.0042643393071381056,0.016393442622950727,-0.005925514077383128,-0.32855733149316796,0.3003132311672438,3,Bronze Customers
93,M,18,47000,2016-07-27,2016,1,2,275.61,10,22,275.61,66,6,8,3,683,1,0.0,0.18888888888888888,0.6666666666666667,0.17132573709042762,0.4098360655737705,-0.46489133004768785,0.24229482287360946,-0.2582846156626067,1,Silver Customers
94,M,53,96000,2017-09-27,2017,3,5,138.84,7,5,138.84,51,2,6,2,262,1,0.42168674698795183,0.7333333333333333,0.15151515151515152,0.08630624918411875,0.16393442622950816,0.2904400571257972,-0.1248186910146094,-0.19846441714033572,0,Gold Customers
95,F,59,98000,2017-09-10,2017,3,5,112.03999999999999,6,4,112.03999999999999,52,2,5,2,252,0,0.49397590361445787,0.7555555555555556,0.12121212121212122,0.06964673119121768,0.180327868852459,0.3502524917665831,-0.11808801676113827,-0.14863440246181403,0,Gold Customers
96,M,57,46000,2014-11-04,2014,3,2,34.22,3,9,34.22,87,4,3,3,433,1,0.4698795180722891,0.1777777777777778,0.2727272727272727,0.021271966631234106,0.7540983606557377,-0.18279790799897394,0.42567265451091446,0.14930802593916315,2,Diamond Customers
97,F,51,56000,2017-08-13,2017,2,2,40.94,4,7,40.94,53,3,3,2,332,0,0.3975903614457831,0.28888888888888886,0.21212121212121213,0.025449278605573476,0.19672131147540983,-0.1058767736723423,-0.10876797248534271,0.022351790440513993,3,Bronze Customers
98,F,64,37000,2017-10-20,2017,4,1,51.37,4,7,51.37,51,3,3,2,332,0,0.5542168674698795,0.07777777777777778,0.21212121212121213,0.03193281489907937,0.16393442622950816,-0.1963719264811026,-0.1477267015096248,0.26615117254144344,3,Bronze Customers
99,M,71,57000,2017-01-29,2017,5,2,30.14,3,6,30.14,59,3,2,2,322,1,0.6385542168674699,0.30000000000000004,0.18181818181818182,0.018735741503956634,0.29508196721311475,0.033063574742995636,-0.020568238579202685,0.22081434391877947,3,Bronze Customers
100,F,64,66000,2017-04-21,2017,4,3,50.349999999999994,4,4,50.349999999999994,57,2,3,2,232,0,0.5542168674698795,0.4,0.12121212121212122,0.031298758617259996,0.2622950819672131,0.08258467424666273,-0.06666930392561078,0.09422521170423187,3,Bronze Customers
101,M,83,46000,2018-01-27,2018,5,2,16.77,2,5,16.77,47,2,2,1,221,1,0.7831325301204819,0.1777777777777778,0.15151515151515152,0.010424631221677264,0.09836065573770492,0.017316413912980937,-0.21870191715438714,0.40589361955673947,3,Bronze Customers
102,M,26,71000,2017-12-11,2017,1,4,13.799999999999999,2,4,13.799999999999999,49,2,1,1,211,1,0.0963855421686747,0.4555555555555556,0.12121212121212122,0.008578408518732632,0.13114754098360648,-0.11297787009920864,-0.20067967206249024,-0.3220565418017713,1,Silver Customers
103,F,29,58000,2018-03-21,2018,1,3,30.48,3,7,30.48,46,3,2,1,321,0,0.13253012048192772,0.3111111111111111,0.21212121212121213,0.01894709359789642,0.08196721311475408,-0.22586632602046955,-0.22249586472100985,-0.21414028723629816,1,Silver Customers
104,M,43,70000,2017-09-15,2017,2,3,2.03,1,1,2.03,52,1,1,2,112,1,0.3012048192771084,0.4444444444444444,0.030303030303030304,0.0012618963255816842,0.180327868852459,-0.0008856156780982534,-0.1816216855208593,-0.14391591290029188,1,Silver Customers
105,F,89,65000,2018-01-14,2018,5,3,124.82000000000001,7,7,124.82000000000001,48,3,6,1,361,0,0.8554216867469879,0.38888888888888884,0.21212121212121213,0.07759108342813095,0.11475409836065564,0.2260209235931208,-0.16032846946380533,0.35217520062205104,3,Bronze Customers
